"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ag","Ag_INAA","Al","Al_XRF","Al2O3","As","As_INAA","Au","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","Ca_XRF","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","Cr","Cr_INAA","Cs_INAA","Cu","EC","Eu_INAA","F_IC","Fe","Fe_INAA","Fe_XRF","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K_XRF","K2O","La","La_INAA","Li","LOI","Lu_INAA","Mg","Mg_XRF","MgO","Mn","Mn_XRF","MnO","Mo","Mo_INAA","Na","Na_INAA","Na_XRF","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P_XRF","P2O5","Pb","Pd","pH","PO4_IC","Pt","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","Si_XRF","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","Ti_XRF","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA"
634,634681,7450000,280,"RUS","NW",52,1,0.009,2.5,9910,70700,13.37,0.5,0.25,0.49686,0.001,1.5,32.4,750,0.2,0.039,0.001,0.25,740,30000,18800,2.64,0.019,29,0.004,3.5,8,18.5,92,0.5,4.8,0.27,0.8,0.0005,8150,21300,19100,2.74,6,0.02,0.5,0.0025,700,13800,1.67,7.8,15,6.6,1.87,0.13,2220,7100,1.19,61,300,0.04,0.1,3,80,27100,25100,3.39,9,10.1,10,0.0005,246,260,0.06,1.8,0.70119,5.8,0.002,0.68804,69,35,0.005,0.05,1.5,7.5,0.019,1.5,110,336800,72.06,2.1,50,7,5.3,250,0.25,0.25,0.008,4,4.3,608,2270,0.38,1.9,18.3,0.5,2,1,12.4,123
635,698130,7480000,200,"RUS","NW",45,1,0.005,2.5,4770,74500,14.09,0.3,0.25,0.55466,0.009,1.5,31,300,0.11,0.029,0.001,3.2,1210,5000,37100,5.2,0.02,22,0.001,5.1,15,26.7,170,1,11.7,0.25,0.8,0.0005,8450,36600,50000,7.16,4,0.01,0.5,0.0025,900,8900,1.08,4.9,11,7.9,1.22,0.24,1800,18100,3.01,97.6,1080,0.14,0.1,0.5,80,24200,22900,3.09,9,15,10,0.0005,270,430,0.1,0.9,1.28442,5.5,0.002,2.47903,7.5,16,0.005,0.05,1.3,13,0.035,1.5,150,297800,63.72,1.9,50,5,4,250,0.25,0.25,0.008,3,3.1,419,3770,0.63,0.25,15.7,0.5,1.2,1.6,10.9,25
636,498801,7540000,310,"FIN","W",46,7,0.005,2.5,9130,60400,11.43,3.7,5.3,1.27735,0.001,1.5,39,540,0.31,0.037,0.001,0.25,1630,5000,21500,3.02,0.055,29,0.001,15,32,90.9,190,0.5,28.7,0.24,0.9,0.0005,23800,47400,44400,6.36,4,0.02,0.5,0.0025,800,12700,1.54,9.6,16,3.6,1.78,0.28,3790,16000,2.66,391,850,0.11,0.3,0.5,130,22800,21300,2.88,13,34.3,10,0.0005,347,340,0.08,12.7,1.9326,6,0.002,1.59003,7.5,27,0.022,0.2,3.5,15,0.129,1.5,130,320900,68.67,2.5,50,1,5.5,250,0.25,0.25,0.0015,5,4,801,4430,0.74,2,55.2,0.5,4.1,1.6,18,25
637,759403,7670000,60,"RUS","E",65,4,0.004,2.5,8440,80700,15.25,0.3,0.25,0.70028,0.001,1.5,72.5,310,0.11,0.016,0.001,12,2020,20000,25600,3.59,0.012,40,0.004,6.2,8,13.3,39,0.5,16.1,0.28,1.1,0.0005,16400,28400,26400,3.78,6,0.01,0.5,0.0025,2700,7600,0.92,12.2,22,12.5,1.98,0.13,3990,6300,1.05,124,380,0.05,0.1,0.5,130,32500,32000,4.32,13,10.3,10,0.0005,549,610,0.14,0.8,0.41058,5.8,0.002,0.68377,38,37,0.005,0.05,1.5,7.3,0.038,1.5,100,316900,67.82,2.6,50,3,7.6,250,0.25,0.25,0.004,5,3.6,852,2450,0.41,1.3,30.6,0.5,2.5,1,32.5,25
638,638087,7570000,310,"RUS","NE",42,1,0.005,2.5,6580,73900,13.98,0.2,0.25,1.35804,0.001,1.5,35.3,550,0.12,0.011,0.001,3.5,1810,30000,24600,3.45,0.026,40,0.001,7,16,50.2,340,2,7,0.19,1.1,0.0005,10000,39500,40900,5.85,6,0.01,0.5,0.0025,1200,10500,1.27,8.4,20,4.2,1.01,0.35,3570,18300,3.05,114,610,0.08,0.1,0.5,160,25500,22400,3.03,19,28.2,200,0.0005,342,340,0.08,1.2,0.71431,6.1,0.002,4.05558,51,18,0.005,0.05,1.8,14,0.017,1.5,120,313900,67.17,3.2,50,1,6.1,250,0.25,0.25,0.0015,3,4.2,610,3590,0.6,0.25,21.7,0.5,2.8,2.5,13.7,118
639,773463,7560000,210,"RUS","W",30,20,0.007,2.5,10500,78800,14.9,0.2,0.25,0.78324,0.001,1.5,94.4,650,0.42,0.026,0.001,3.1,2450,20000,26300,3.68,0.024,41,0.001,4.7,10,20,92,2,13.7,0.24,0.8,0.0005,9300,27400,28500,4.08,5,0.01,0.5,0.0025,1400,14800,1.79,10.6,19,5.5,1.52,0.23,2940,10300,1.72,116,610,0.08,0.1,0.5,380,28200,27200,3.67,13,14.2,10,0.0005,370,390,0.09,1.1,0.59574,6.4,0.002,1.0509,71,19,0.005,0.05,1.8,8.7,0.026,1.5,110,323300,69.19,2.5,50,1,52.5,250,0.25,0.25,0.008,4,4,670,2870,0.48,0.25,21.2,0.5,3,1.4,15.8,25
640,603600,7670000,180,"RUS","FLAT",32,22,0.011,2.5,6200,74000,13.99,0.3,0.25,8.47419,0.001,1.5,25.8,600,0.12,0.016,0.001,4.7,2500,20000,24900,3.49,0.025,54,0.003,3.9,12,14.1,67,0.5,14.1,0.23,1.2,0.0005,10500,38500,34600,4.95,6,0.01,0.5,0.0025,500,11200,1.35,13.4,28,2.7,0.77,0.38,2300,11300,1.88,111,610,0.08,0.1,0.5,230,23800,22100,2.99,19,7.5,10,0.0005,523,430,0.1,1.5,1.14492,6,0.002,1.69136,43,16,0.005,0.05,2.4,15,0.035,1.5,130,322800,69.08,4,50,3,7.6,250,0.25,0.25,0.006,6,8.1,508,2930,0.49,0.25,25.5,0.5,4.7,2.5,12.3,25
642,444423,7570000,310,"FIN","SW",40,1,0.019,2.5,15700,76400,14.45,3.4,5.5,1.10108,0.001,1.5,39.5,840,0.34,0.05,0.001,3.9,1490,30000,26800,3.76,0.038,27,0.001,10,20,30.9,120,2,27.9,0.3,0.8,0.0005,17800,45900,41100,5.88,4,0.01,0.5,0.0025,700,13900,1.68,7.2,13,9.8,3.21,0.24,3950,15300,2.55,170,690,0.09,0.1,0.5,140,24000,23200,3.13,9,24.5,10,0.0005,192,260,0.06,7.6,0.6792,5.7,0.002,1.27196,61,37,0.045,0.4,2.9,16,0.111,1.5,110,301400,64.5,2,50,2,6.4,250,0.25,0.25,0.006,5,4.9,1130,3830,0.64,2.9,41.3,0.5,3.1,1.6,30.1,107
643,634063,7470000,300,"RUS","FLAT",34,1,0.01,2.5,10000,72100,13.64,0.4,0.25,0.47666,0.001,1.5,40,610,0.23,0.047,0.001,3.1,750,20000,18000,2.52,0.02,20,0.001,5.5,8,25.5,61,2,9.9,0.21,0.7,0.0005,9320,17900,18900,2.71,2,0.01,0.5,0.0025,1800,13200,1.59,8.3,11,11.7,1.88,0.1,3140,6900,1.16,98.1,300,0.04,0.1,0.5,80,25400,25900,3.5,6,15.2,10,0.0005,221,260,0.06,1.7,0.40715,5.6,0.002,1.20159,32,20,0.012,0.05,2,5.7,0.029,1.5,100,339000,72.54,1.7,50,1,4.3,250,0.25,0.25,0.0015,8,3.2,655,1850,0.31,0.7,21.2,0.5,1.7,0.6,19.2,69
646,639808,7540000,130,"RUS","FLAT",35,1,0.005,2.5,5500,72500,13.71,0.3,0.25,0.38043,0.001,1.5,19.8,690,0.13,0.032,0.001,2.4,1840,5000,22000,3.09,0.019,21,0.001,3.9,10,21.4,140,0.5,5.2,0.25,0.8,0.0005,7290,21000,20000,2.87,4,0.01,0.5,0.0025,800,14600,1.77,9.3,12,7.3,1.05,0.2,2180,8700,1.45,77.1,380,0.05,0.1,0.5,120,30800,29000,3.91,11,12.6,10,0.0005,455,390,0.09,1.4,0.79807,6.1,0.002,0.81852,72,13,0.005,0.05,1.3,7.7,0.019,1.5,90,341700,73.12,2,50,2,9.1,250,0.25,0.25,0.0015,4,2.8,516,2030,0.34,0.8,15.1,0.5,2.5,1.1,15.5,73
648,677411,7450000,270,"RUS","FLAT",44,1,0.005,2.5,8350,78200,14.79,0.2,0.25,1.33229,0.004,1.5,53.1,450,0.12,0.0025,0.001,15,1250,30000,30000,4.2,0.021,19,0.001,6.3,15,32.3,220,0.5,11.2,0.22,0.6,0.0005,10100,25800,28800,4.12,3,0.01,0.5,0.0025,1800,9200,1.12,3.9,9.8,9.7,1.63,0.12,3540,18800,3.12,137,540,0.07,0.1,0.5,130,28700,29000,3.92,11,29.1,120,0.0005,320,340,0.08,1,1.97956,5.9,0.002,0.7807,7.5,26,0.005,0.05,1.5,8.1,0.043,1.5,90,307500,65.8,1.5,50,1,4.9,250,0.25,0.25,0.003,1.5,1.2,685,2090,0.35,0.25,17.4,0.5,1.2,0.6,21.9,25
649,494102,7700000,280,"FIN","S",40,32,0.009,2.5,10700,76200,14.4,0.3,0.25,1.70205,0.001,1.5,111,750,0.17,0.0025,0.001,7.5,1010,20000,13000,1.82,0.023,65,0.001,8.5,15,39.8,130,0.5,18.9,0.22,1.5,0.0005,16200,53600,50500,7.23,7,0.01,0.5,0.0025,2400,14600,1.77,11.9,38,4.3,1.47,0.62,5210,16500,2.74,90,610,0.08,0.1,0.5,110,14100,12700,1.72,25,24.7,90,0.0005,249,300,0.07,1.9,0.84958,5.8,0.002,0.25,53,31,0.005,0.05,3.1,19,0.074,1.5,110,319600,68.38,4.8,50,1,5.5,250,1.1,0.25,0.007,7,9.2,794,4730,0.79,0.25,39.1,0.5,3.4,4.1,19.3,114
650,451700,7810000,70,"NOR","FLAT",63,10,0.007,2.5,5380,44100,8.34,1.2,1.5,0.54211,0.001,1.5,29.9,410,0.29,0.032,0.001,6,18800,30000,30500,4.28,0.036,47,0.001,4.8,12,23.4,110,1,10,1.88,1,0.0005,11100,35200,33200,4.76,8,0.01,0.5,0.0025,600,10100,1.22,8.7,24,4.2,4.72,0.51,13100,21900,3.64,209,610,0.08,0.1,0.5,260,9800,8400,1.14,20,12.5,10,0.0005,244,300,0.07,3.4,0.8274,6.7,0.002,0.25,46,25,0.017,0.05,2.2,13,0.037,1.5,130,333800,71.42,3.8,50,1,16.5,250,0.25,0.6,0.004,1.5,6,324,3050,0.51,1.3,22.4,0.5,6.2,3.3,11.8,81
651,428129,7590000,340,"FIN","S",35,51,0.01,2.5,19200,75300,14.24,0.9,1.6,1.97714,0.001,1.5,44.2,500,0.36,0.038,0.001,5.2,1920,40000,34600,4.85,0.031,40,0.002,11.2,28,41.2,120,1,48.6,0.29,1.1,0.0005,24100,70300,68200,9.76,5,0.04,0.5,0.0025,700,10100,1.22,11.1,17,7.3,3.68,0.35,5210,22500,3.74,162,1000,0.13,0.1,0.5,210,21500,20300,2.74,16,22.5,85,0.0005,299,390,0.09,2.2,1.2966,5.7,0.002,0.25,46,50,0.025,0.05,4.7,24,0.131,1.5,110,273000,58.42,3.3,50,4,7.1,250,0.25,0.7,0.0015,7,5,1470,7310,1.22,2.1,70.6,0.5,4.9,2.5,24.5,144
652,465051,7770000,500,"NOR","FLAT",30,10,0.011,2.5,7600,74100,14,0.7,0.25,1.35669,0.004,1.5,25.2,750,0.21,0.042,0.001,6.5,350,5000,34700,4.86,0.009,61,0.001,4.6,9,13.2,63,1,15.7,0.29,1.5,0.0005,13600,35600,68400,9.78,6,0.01,0.5,0.0025,600,10100,1.22,8.8,38,11.7,3.66,0.44,2740,22100,3.68,78.1,1000,0.13,0.3,0.5,50,10900,20100,2.71,26,13,10,0.0005,206,390,0.09,5.8,0.89496,5.5,0.002,0.25,73,66,0.015,0.05,1.6,11,0.087,1.5,110,271100,58.02,3.8,50,1,3.7,250,0.25,0.25,0.011,6,7.4,106,7370,1.23,1.9,13.7,0.5,3.4,2.6,17.1,93
653,587750,7690000,95,"NOR","E",50,51,0.007,2.5,3750,72300,13.66,0.3,0.25,0.56366,0.001,1.5,20.1,490,0.09,0.08,0.001,1.3,1330,30000,21500,3.02,0.011,19,0.001,2.9,8,7.5,38,0.5,17.1,0.18,0.6,0.0005,6360,20600,17900,2.57,2,0.01,0.5,0.0025,1300,13000,1.57,6.3,9.5,6.2,0.74,0.13,2090,6300,1.05,83.2,300,0.04,0.1,0.5,60,32000,29800,4.02,2.5,6.4,10,0.0005,190,210,0.05,1.9,1.16132,7.6,0.002,0.25,46,16,0.011,0.05,0.9,7,0.011,1.5,90,338000,72.33,1.3,50,1,3.7,250,0.25,0.25,0.0015,4,2.4,444,1490,0.25,0.25,11.5,0.5,1.7,0.8,14.1,25
654,423243,7720000,340,"NOR","FLAT",42,1,0.002,2.5,3750,40300,7.63,0.2,0.25,0.74808,0.001,1.5,19.9,590,0.1,0.013,0.001,1.5,730,5000,6800,0.96,0.009,18,0.001,3.7,6,31.9,110,0.5,4.6,0.16,0.5,0.0005,6080,16600,12800,1.84,5,0.01,0.5,0.0025,1300,18700,2.26,5.1,9.1,3.1,0.84,0.14,3430,7400,1.24,56,150,0.02,0.1,0.5,40,13900,11100,1.5,10,13.2,10,0.0005,174,170,0.04,0.6,0.55258,7.1,0.002,0.76223,89,2.5,0.005,0.05,0.9,5.8,0.024,1.5,90,382900,81.94,1.2,50,1,2.5,250,1.2,0.25,0.0015,1.5,2.4,373,1430,0.24,0.25,12.1,0.5,1.7,0.8,5.2,75
655,425231,7610000,340,"FIN","E",40,51,0.005,2.5,13300,69900,13.22,0.8,0.25,1.07291,0.001,1.5,37.6,700,0.28,0.025,0.001,2.5,2250,30000,25600,3.59,0.017,41,0.002,14.2,23,71.2,180,0.5,30.9,0.29,1.2,0.0005,22100,45200,43600,6.24,5,0.01,0.5,0.0025,600,11300,1.37,19.7,25,5.5,2.44,0.28,5630,17800,2.96,208,610,0.08,0.1,0.5,170,26300,25000,3.37,19,31.7,10,0.0005,174,210,0.05,1.2,0.78086,7,0.002,0.25,32,14,0.005,0.05,4.9,17,0.027,1.5,160,307500,65.8,3.3,50,3,11.8,250,0.25,0.25,0.0015,8,5.7,1270,4550,0.76,2.5,57.2,0.5,6.8,1.8,21.8,25
656,667889,7620000,100,"RUS","FLAT",25,22,0.007,2.5,10300,81900,15.49,0.2,1.2,1.32449,0.001,1.5,80.9,820,0.17,0.0025,0.001,2.4,2010,30000,28000,3.92,0.019,60,0.001,8.5,19,32.7,140,0.5,19.4,0.28,1.7,0.0005,15300,54800,52100,7.46,6,0.01,0.5,0.0025,1200,11100,1.34,12.5,31,3.8,1.42,0.56,3590,19000,3.16,101,770,0.1,0.1,0.5,250,22600,19400,2.62,20,22.6,10,0.0005,523,520,0.12,0.9,0.85876,7,0.002,0.25,36,31,0.005,0.05,2.8,19,0.037,1.5,240,292600,62.62,4.6,50,3,8.7,700,0.25,0.25,0.0015,6,4.4,892,4910,0.82,0.25,44.3,0.5,4.4,3.5,17.3,114
657,601100,7690000,60,"RUS","N",57,51,0.004,2.5,3240,72600,13.73,0.2,0.25,1.34907,0.001,1.5,12.7,520,0.06,0.009,0.001,3.6,1530,20000,28000,3.93,0.022,16,0.001,1.7,11,6.1,55,0.5,6.1,0.21,0.8,0.0005,4690,33000,27700,3.97,3,0.01,0.5,0.0025,300,8800,1.06,3.8,9.8,2.3,1.1,0.23,1100,9700,1.62,43.3,460,0.06,0.1,0.5,90,27700,25600,3.46,7,3,10,0.0005,300,300,0.07,0.9,0.64525,5.8,0.002,0.62122,7.5,17,0.005,0.05,0.8,14,0.012,1.5,190,326000,69.76,1.8,50,1,4.6,250,0.25,0.25,0.0015,1.5,2.2,229,1970,0.33,0.9,11.8,0.5,1.4,1.4,8.8,25
658,580500,7610000,100,"RUS","FLAT",53,31,0.008,2.5,8830,92800,17.55,0.5,0.25,1.07274,0.001,1.5,58.8,840,0.1,0.015,0.001,5.9,510,5000,9500,1.34,0.018,75,0.002,6.5,15,23.1,150,0.5,20.4,0.26,1.6,0.0005,14700,59700,60200,8.61,10,0.01,0.5,0.0025,1600,19200,2.32,15,44,3.6,1.67,0.7,3280,18000,2.99,70.3,610,0.08,0.5,5,80,9500,8000,1.08,26,21.7,10,0.0005,183,300,0.07,1.9,0.59215,5.7,0.002,0.25,64,32,0.013,0.05,2.4,20,0.058,1.5,130,288200,61.67,5.7,50,1,3,250,0.25,0.9,0.007,10,13,466,5390,0.9,1.7,25.3,0.5,3.4,4.9,24.5,122
662,575250,7860000,50,"NOR","FLAT",68,9,0.014,2.5,24600,88000,16.64,4.2,6.2,1.25799,0.002,1.5,19,760,0.56,0.193,0.001,12,1740,5000,3000,0.42,0.067,140,0.002,23.3,24,26.6,84,5,55.8,0.55,1.6,0.0005,45300,48600,46800,6.7,8,0.03,0.5,0.0025,900,28900,3.49,28.1,37,28.3,5.32,0.72,8630,12300,2.04,772,770,0.1,0.2,0.5,40,10000,9400,1.28,33,40.7,10,0.0014,831,780,0.18,16.9,1.28902,5.7,0.002,0.25,130,48,0.195,1.1,2.4,17,0.144,1.5,120,296900,63.53,6.1,50,4,11.8,250,0.25,1.1,0.01,20,14,419,6110,1.02,5.3,23,0.5,15.1,4.9,113,140
663,703600,7680000,160,"RUS","FLAT",38,20,0.006,2.5,6090,72800,13.77,0.2,0.25,0.71445,0.001,1.5,31,1000,0.23,0.009,0.001,4.8,2600,20000,18200,2.56,0.022,71,0.002,3.9,7,17,54,0.5,5.1,0.27,1.2,0.0005,12300,23300,26000,3.73,7,0.01,0.5,0.0025,800,22400,2.7,22.5,38,5.6,1.73,0.3,1770,5900,0.98,90.2,380,0.05,0.1,0.5,180,26200,24900,3.36,30,9.6,10,0.0005,615,690,0.16,3.2,0.27873,5.7,0.002,0.76889,93,27,0.005,0.05,1.8,6.6,0.024,1.5,110,325100,69.57,4.7,50,3,8.2,250,0.25,0.25,0.0015,11,10,822,2810,0.47,2.3,24.9,0.5,7.6,1.8,17.7,25
664,594509,7730000,60,"NOR","FLAT",20,20,0.005,2.5,19800,78000,14.74,1.2,2.6,0.47713,0.001,1.5,169,1200,0.65,0.089,0.001,1.8,6810,20000,21100,2.96,0.021,150,0.001,13.1,16,47.4,76,2,28.1,0.46,1.8,0.0041,34000,42900,40400,5.79,9,0.01,0.5,0.0025,3300,26400,3.18,77.9,93,24.5,2.72,0.35,9910,13000,2.16,301,540,0.07,0.4,6,440,23700,22700,3.06,57,27,10,0.0011,1130,1130,0.26,7.2,1.01692,5.9,0.002,1.0054,130,31,0.005,0.1,6.5,12,0.03,1.5,130,297400,63.64,7.2,50,3,33.3,500,1.8,0.25,0.0015,32,24,2530,4550,0.76,4.8,71,0.5,13,1.9,56,120
666,394943,7530000,260,"FIN","SW",42,51,0.008,2.5,10800,67900,12.84,2.2,2.7,0.87566,0.001,1.5,41.8,700,0.3,0.032,0.001,2.4,3650,20000,25700,3.6,0.032,33,0.001,10.1,17,28.2,68,0.5,24.7,0.3,1.1,0.0005,19400,41400,41400,5.93,5,0.01,0.5,0.0025,800,16900,2.04,12,18,7.1,1.97,0.26,3950,13300,2.22,182,610,0.08,0.1,0.5,300,23400,23800,3.22,11,16.6,10,0.0005,551,560,0.13,1,0.43158,5.6,0.002,0.60569,62,19,0.005,0.2,3.5,14,0.024,1.5,210,313200,67.03,2.8,50,4,9,250,0.25,0.25,0.0015,7,4.6,1220,5030,0.84,2,51.9,0.5,5.2,1.8,16.4,25
667,455068,7420000,235,"FIN","NE",40,7,0.005,2.5,10000,67800,12.81,0.9,1.7,1.1384,0.001,1.5,53.1,870,0.3,0.021,0.001,2.6,1290,20000,14700,2.06,0.011,55,0.006,5.3,9,36.2,74,0.5,13,0.38,0.9,0.0005,15200,25700,22400,3.21,6,0.02,0.5,0.0025,1200,20900,2.52,23.9,33,6.9,1.77,0.22,3220,7000,1.17,110,300,0.04,0.1,5,110,26000,24100,3.26,21,14.4,10,0.0005,491,430,0.1,2,0.45788,5.4,0.002,0.25,92,30,0.005,0.05,2.6,8,0.045,1.5,140,334700,71.63,3.4,50,8,5.6,250,0.25,0.25,0.0015,13,13,1100,2990,0.5,4.2,36.6,0.5,5.6,1.4,14.2,25
668,512295,7730000,277,"FIN","NE",45,20,0.004,2.5,6010,73300,13.85,0.2,0.25,0.59339,0.001,1.5,28.7,600,0.11,0.008,0.001,8.5,1980,20000,21200,2.97,0.016,39,0.001,3.7,9,12.2,69,0.5,6.7,0.23,1.2,0.0005,9730,34100,35200,5.04,5,0.01,0.5,0.0025,500,8700,1.05,9.5,21,2.8,1,0.36,2620,12000,2,107,610,0.08,0.1,0.5,160,27900,23200,3.13,15,6.1,10,0.0005,396,430,0.1,0.9,0.57906,5.6,0.002,0.25,7.5,18,0.005,0.05,2.1,14,0.005,1.5,190,326000,69.75,3.1,50,1,9.9,250,1,0.7,0.0015,4,4.1,456,2930,0.49,0.8,23.7,0.5,3.6,2.4,12.2,79
670,586615,7390000,280,"FIN","NW",55,52,0.005,2.5,12400,57900,10.95,0.4,0.25,0.28426,0.001,1.5,9.2,490,0.27,0.025,0.001,2.6,670,10000,14100,1.98,0.009,17,0.003,2.5,6,38.8,73,0.5,2.7,0.48,0.6,0.0005,15700,22800,23000,3.29,3,0.03,0.5,0.0025,100,14100,1.7,8.7,11,3,4.28,0.12,1280,7100,1.18,37.7,230,0.03,0.1,0.5,70,19700,19600,2.65,8,7.5,10,0.0005,391,300,0.07,1.4,0.90429,5.4,0.002,0.92996,40,93,0.005,0.05,1.7,6.3,0.023,1.5,370,339600,72.66,1.4,50,4,2.1,250,1.2,0.25,0.008,7,4.8,766,2450,0.41,0.9,39.8,0.5,2.2,0.8,6.5,25
671,568072,7710000,180,"FIN","N",50,7,0.005,2.5,5400,71800,13.58,0.1,0.25,0.90264,0.001,1.5,13.4,690,0.24,0.028,0.001,5.5,2930,20000,19000,2.67,0.015,46,0.003,3.5,8,8.2,34,0.5,10.3,0.27,1,0.0005,8740,24100,22500,3.22,7,0.01,0.5,0.0025,400,23400,2.83,14.9,26,5.3,1.17,0.3,1920,6000,1,109,380,0.05,0.1,3,200,28500,25800,3.48,17,5.2,10,0.0005,404,390,0.09,3.1,0.86559,5.4,0.002,0.25,130,17,0.005,0.05,2.2,9,0.011,1.5,120,332100,71.06,2.9,50,3,7.4,250,1.4,0.7,0.0015,11,9.8,714,2450,0.41,2.3,17.6,0.5,6.4,1.9,13.1,25
672,527100,7860000,40,"NOR","FLAT",42,10,0.031,2.5,23200,88200,16.68,1.6,1.5,0.21487,0.003,1.5,96.5,1000,0.59,0.121,0.001,16,980,5000,6200,0.87,0.026,120,0.004,14.6,16,26.7,68,5,27.6,0.51,2.1,0.0005,36800,43700,42200,6.04,11,0.05,0.5,0.0025,6700,29300,3.53,55.6,61,23.6,4.28,0.81,7790,8600,1.43,273,920,0.12,0.5,3,120,15000,14000,1.9,51,23.4,10,0.0005,642,610,0.14,12.8,0.63633,5.4,0.002,0.25,120,61,0.038,0.05,4.1,15,0.099,1.5,100,294600,63.04,8.7,50,12,6.4,250,0.25,2.1,0.007,20,15,1920,6350,1.06,2.7,38.1,4,26.9,5.3,82.5,114
676,632100,7800000,50,"NOR","FLAT",50,9,0.005,2.5,13300,51600,9.75,5.9,6.8,0.61832,0.001,1.5,24.4,480,0.49,0.097,0.001,6.4,850,5000,3200,0.45,0.012,50,0.002,10.6,11,20.1,40,3,12.1,0.56,1.1,0.0005,35000,35300,35100,5.02,7,0.01,0.5,0.0025,700,19500,2.36,12,25,18.9,4.45,0.44,7190,9200,1.54,395,460,0.06,0.7,3,30,9400,9100,1.24,20,16.7,10,0.0005,444,390,0.09,1.9,0.91812,5.4,0.002,0.25,59,45,0.123,0.8,2.2,7.7,0.034,1.5,110,344900,73.8,4.1,50,9,4.7,250,0.25,0.25,0.01,8,8,117,4490,0.75,2.1,29.6,0.5,7.2,3.1,43.1,80
677,627814,7670000,210,"RUS","FLAT",33,21,0.006,2.5,5120,74300,14.04,0.3,0.25,0.31067,0.001,1.5,49.6,560,0.09,0.01,0.001,4.8,2000,30000,26700,3.74,0.02,33,0.001,3.7,9,18.2,64,0.5,8.2,0.2,1.2,0.0005,8010,28200,27600,3.95,4,0.01,0.5,0.0025,1200,10300,1.25,8.8,19,3.3,0.91,0.25,2370,10600,1.76,67.6,460,0.06,0.1,0.5,120,23800,23900,3.23,19,9.7,10,0.0005,608,520,0.12,1.1,0.85605,5.7,0.002,0.9625,28,20,0.005,0.05,1.4,11,0.005,1.5,170,321900,68.88,2.9,50,2,8.2,250,0.25,0.25,0.011,1.5,2.3,541,2210,0.37,0.25,21,0.5,3,1.7,12.2,25
678,714497,7470000,180,"RUS","FLAT",40,1,0.005,2.5,6700,73400,13.88,0.2,0.25,0.60954,0.001,1.5,51.9,390,0.11,0.028,0.001,1.8,1650,20000,32300,4.53,0.023,15,0.001,6.7,15,28.7,120,1,12.9,0.19,0.6,0.0005,9850,30100,35600,5.1,3,0.01,0.5,0.0025,2300,10800,1.31,5,6.9,11.5,1,0.18,3800,15500,2.58,132,690,0.09,0.1,0.5,100,27900,25800,3.49,2.5,20.1,10,0.0005,415,480,0.11,0.6,1.33802,5.9,0.002,0.6896,7.5,13,0.005,0.2,1.9,11,0.005,1.5,90,306300,65.54,1.4,50,1,6.7,250,0.25,0.25,0.004,1.5,1.9,814,2750,0.46,0.25,22.2,0.5,1.8,1.1,23.6,25
679,545581,7610000,235,"FIN","S",35,32,0.007,2.5,7230,73000,13.8,0.3,0.25,1.37174,0.001,1.5,56.3,740,0.12,0.006,0.001,3.1,410,20000,8200,1.15,0.018,63,0.002,5.7,9,16.2,92,0.5,14.7,0.21,1.4,0.0005,11200,41000,38200,5.47,7,0.01,0.5,0.0025,1200,17800,2.15,15.1,38,3.7,0.76,0.53,2920,10600,1.77,81.6,460,0.06,0.1,0.5,80,12100,11400,1.55,24,16,10,0.0005,120,210,0.05,1.4,1.03506,5.8,0.002,0.79485,61,19,0.005,0.05,2.3,14,0.025,1.5,120,334400,71.56,4.4,50,3,3,250,0.9,0.8,0.016,8,9.5,426,3110,0.52,0.25,18.5,0.5,3.5,3.5,17.4,94
680,688909,7570000,420,"RUS","NW",50,32,0.019,2.5,12000,72800,13.76,0.2,0.25,0.36307,0.004,1.5,44.2,310,0.13,0.0025,0.001,0.25,19400,60000,67600,9.46,0.016,81,0.001,11.3,36,23.8,110,0.5,76.3,0.38,3.2,0.0005,19700,119000,123500,17.66,2,0.02,0.5,0.0025,400,3600,0.44,24.6,38,2.9,1.56,0.54,5470,38100,6.32,173,2160,0.28,0.1,0.5,760,16000,15200,2.05,50,25.8,10,0.0005,7170,5890,1.35,0.3,1.14142,6.7,0.002,1.68132,33,42,0.005,0.05,3,24,0.023,1.5,130,197100,42.18,9.1,50,2,90.3,250,1.9,1.4,0.034,1.5,1.2,665,19000,3.17,0.25,28.5,0.5,8.1,3.5,38.2,133
